name;id;factions;category;class;models;counter;miniature;idleEffect;moveEffect;rotationEffect;weaponEffect;deathEffect;antiSubEffect;antiAirEffect;chassis;available;expire;series;cost;supply;production;mp;ap;steps;fuel;strength;range;LOS;radar;shock;assault;bombardment;blast;cargo;carrier;transport;switch;spawn;torpedo;attack type;defense type;inf att;veh att;air sml att; air lrg att; nav sml att; nav lrg att; sub att;inf def;veh def;bomb def;air def;nav def;torp def;land def;traits;specialisation;construction
cargo_truck_japan;501;japan, ijn, ;land;transport_land;Cargo_Truck_Japan 0 0, ;Cargo_Truck_Japan;;;altruck;rotaltrucks;;;;;wheel;;;;0;0;;6;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;5;5;10;12;10;;;noPurchase,noSupply,noCapture,noRepair,noEntrench,;;
type92_osaka;13;japan, ijn, ;land;recon;Type92_Osaka 0 0, ;Type92_Osaka;;;axacar;rotaxcars;vickers303;;;;wheel;1/7/1936;;;50;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;5-3;1;;;;;;8;5;18;15;15;;;noSupply,quickRetreat,noCapture,noEntrench,;;
type91_sumida;21;japan, ijn, ;land;recon;Type91_Sumida 0 0, ;Type91_Sumida;;;axacar;rotaxcars;type97lmg;;;;wheel;1/7/1936;;;55;2;;10;1;2;;100;;4;;;;;;;;;rail:type91_sumida_rail, ;;;mechanical;mechanical;4-2;1;;;;;;9;6;18;14;15;;;noSupply,quickRetreat,noCapture,noEntrench,;;
type91_sumida_rail;26;japan, ijn, ;land;recon;Type91_Sumida_Rail 0 0, ;Type91_Sumida_Rail;;;axacar;;type97lmg;;;;rail;1/7/1936;;;55;2;;9;1;2;;100;;2;;;;;;;;;road:type91_sumida, ;;;mechanical;mechanical;4-2;1;;;;;;9;6;12;14;12;;;noPurchase,noEditor,noSupply,quickRetreat,noCapture,noEntrench,;;
braat_overvalwagen_ac_japan;483;japan, ijn, ;land;recon;Braat_Overvalwagen_AC_Japan 0 0, ;Braat_Overvalwagen_AC_Japan;;;altruck;rotaltrucks;marmon-herrington;;;;wheel;;;;40;2;;10;1;2;;100;;4;;;;;;;;;anti_air:braat_overvalwagen_aa_japan, ;;;mechanical;mechanical;5-3;1;;;;;;10;6;15;14;15;;;noPurchase,noSupply,quickRetreat,noCapture,noEntrench,slowRepair,;;
type94_tankette;549;japan, ijn, ;land;tank;Type94_Tankette 0 0, ;Type94_Tankette;;;axtankette;rotaxtankettes;type97lmg;;;;track_light;1/1/1937;;;50;4;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;9-5;2;;;;;;8;5;16;14;16;;;lightTreaded,;;
type89_i-go;544;japan, ijn, ;land;tank;Type89_I-Go 0 0, ;Type89_I-Go;;;axtankmediumearly;rotaxmtanks;AT_57mm_01_MG;;;;track;1/1/1937;1/10/1942;;80;5;;6;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;13-10;6-8;;;;;;10;6;17;15;16;;;;;
type95_ha-go;9;japan, ijn, ;land;tank;Type95_Ha-Go 0 0, ;Type95_Ha-Go;;;axtanklightearly;rotaxltanks;at_37mm_04_mg;;;;track_light;1/4/1938 ;;ha-go;80;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;11-6;7-10;;;;;;10;6;18;15;18;;;lightTreaded,;;
type98_ke-ni;63;japan, ijn, ;land;tank;Type98_Ke-Ni 0 0, ;Type98_Ke-Ni;;;axtanklight;rotaxltanks;at_37mm_06_mg;;;;track_light;1/7/1942;1/3/1944;;95;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12-7;8-9;;;;;;10;7;18;16;18;;;lightTreaded,;;
type3_ke-ri;61;japan, ijn, ;land;tank;Type3_Ke-Ri 0 0, ;Type3_Ke-Ri;;;axtanklight;rotaxltanks;at_57mm_01_mg;;;;track_light;1/11/1943;1/3/1944;ha-go;85;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;13-10;7-8;;;;;;10;6;18;16;18;;;lightTreaded,;;
type4_ke-nu;62;japan, ijn, ;land;tank;Type4_Ke-Nu 0 0, ;Type4_Ke-Nu;;;axtanklight;rotaxltanks;at_57mm_01_mg;;;;track_light;1/3/1944;1/7/1944;ha-go;90;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;13-10;7-8;;;;;;10;7;18;16;18;;;lightTreaded, unreliable;;
type2_ke-to;64;japan, ijn, ;land;tank;Type2_Ke-To 0 0, ;Type2_Ke-To;;;axtanklight;rotaxltanks;at_37mm_05_mg;;;;track_light;1/7/1944;1/10/1945;;105;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12-7;8-10;;;;;;10;7;18;16;18;;;lightTreaded,;;
type5_ke-ho;65;japan, ijn, ;land;tank;Type5_Ke-Ho 0 0, ;Type5_Ke-Ho;;;axtanklight;rotaxltanks;at_47mm_01_mg;;;;track_light;1/10/1945;;;120;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12-7;9-12;;;;;;11;9;18;16;18;;;lightTreaded,;;
type97_chi-ha;8;japan, ijn, ;land;tank;Type97_Chi-Ha 0 0, ;Type97_Chi-Ha;;;axtankmedium;rotaxmtanks;at_57mm_01_mg;;;;track;1/5/1939 ;10/4/1942;chi-ha;100;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;13-10;7-8;;;;;;10;8;18;15;18;;;;;
type97_shinhoto_chi-ha;0;japan, ijn, ;land;tank;Type97_Shinhoto_Chi-Ha 0 0, ;Type97_Shinhoto_Chi-Ha;;;axtankmedium;rotaxmtanks;at_47mm_01_mg;;;;track;25/4/1942;;chi-ha;110;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12-7;9-12;;;;;;10;9;18;16;18;;;;;
type1_chi-he;66;japan, ijn, ;land;tank;Type1_Chi-He 0 0, ;Type1_Chi-He;;;axtankmedium;rotaxmtanks;at_47mm_01_mg;;;;track;26/3/1943;1/7/1944;chi-he;155;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12-7;9-12;;;;;;11;10;18;16;18;;;;;
type3_chi-nu;1;japan, ijn, ;land;tank;Type3_Chi-Nu 0 0, ;Type3_Chi-Nu;;;axtankmedium;rotaxmtanks;at_75mm_05_mg;;;;track;1/7/1944;24/4/1945;chi-nu;190;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-11;12-13;;;;;;12;13;18;16;18;;;;;
type3_chi-nu_kai;212;japan, ijn, ;land;tank;Type3_Chi-Nu_Kai 0 0, ;Type3_Chi-Nu_Kai;;;axtankmedium;rotaxmtanks;at_75mm_06_mg;;;;track;24/4/1945;;chi-nu;200;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;16-12;12-14;;;;;;12;13;18;16;18;;;;;
type4_chi-to;68;japan, ijn, ;land;tank;Type4_Chi-To 0 0, ;Type4_Chi-To;;;axtankmedium;rotaxmtanks;at_75mm_06_mg;;;;track;17/2/1945;;;220;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;16-12;13-15;;;;;;15;16;18;17;18;;;;;
type5_chi-ri;69;japan, ijn, ;land;tank;Type5_Chi-Ri 0 0, ;Type5_Chi-Ri;;;axtankheavy;rotaxhtanks;chi-ri;;;;track;9/10/1945;;;280;7;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-11;17-18;;;;;;16;16;18;18;18;;;;;
type2_ka-mi_naval;60;japan, ijn, ;naval;tank;Type2_Ka-Mi_Naval 0 0, ;Type2_Ka-Mi_Naval;;;axlvt_naval;rotaxlvts_naval;at_37mm_05_mg;;;;amphibious;6/10/1942;;;100;5;;6;1;1;;100;1;3;;;;;;;;;amphibious:type2_ka-mi, ;;;small;small;11-6;7-10;;;;;;8;5;6;9;15;;;noPurchase,torpedoImmune,;;
type2_ka-mi;70;japan, ijn, ;land;tank;Type2_Ka-Mi 0 0, ;Type2_Ka-Mi;;;axtanklight;rotaxltanks;at_37mm_05_mg;;;;track;6/10/1942;;;100;5;;6;1;1;;100;;4;;;;;;;;;amphibious:type2_ka-mi_naval, ;;;mechanical;mechanical;11-6;7-10;;;;;;8;5;13;15;13;;;swimmer,;;
type2_ho-i_at;67;japan, ijn, ;land;tank;Type2_Ho-I_AT 0 0, ;Type2_Ho-I_AT;;;axtankmedium;rotaxmtanks;he_75mm_10_mg;;;;track;13/7/1943;;chi-he;175;6;;8;1;1;;100;;4;;10;5;;;;;;artillery:type2_ho-i_art, ;;;mechanical;mechanical;16-12;7-9;;;;;;11;10;18;15;18;;;;;
type100_o-i;71;japan, ijn, ;land;tank;O-I_120ton 0 0, ;O-I_120ton;;;axtankheavy;rotaxhtanks;type100_o-i;;;;track;1/1/1945;;;450;8;;4;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;17-12;19-21;;;;;;18;24;13;14;13;;;heavyTreaded,noPurchase,noUpgrade,;super_sensha;
ss_ki;1050;japan, ijn, ;land;tank;SS_Ki 0 0, ;SS_Ki;;;altanklight;rotalltanks;flamethrower_mg,0;;;;track_light;1/5/1938;;;100;5;;6;1;1;;100;;4;;20;5;;;;;;;;;mechanical;mechanical;12;2-7;;;;;;10;8;14;16;15;;;minesweeper,entrenchSupport,lightTreaded,;;
m3_stuart_japan;343;japan, ;land;tank;M3_Stuart_Japan 0 0, ;M3_Stuart_Japan;;;altanklight;rotalltanks;m3_stuart;;;aamg;track_light;1/8/1941;1/5/1942;stuart;95;5;;10;1;2;;100;;4;;/;;;;;;;;;;mechanical;mechanical;12-7;8-10;3;;;;;10;9;17;16;18;;;noPurchase,lightTreaded,slowRepair,;;
m4a1_sherman_japan;344;japan, ;land;tank;M4A1_Sherman_Japan 0 0, ;M4A1_Sherman_Japan;;;altankmedium;rotalmtanks;at_75mm_03_mg;;;aamg;track;1/10/1942;1/6/1943;sherman;175;6;;8;1;1;;100;;4;;/;;;;;;;uparmour:m4a1_sherman_fa, ;;;mechanical;mechanical;15-11;12-13;4;;;;;15;15;18;16;18;;;noPurchase,slowRepair,;;
pzkw_vi_tiger_japan;353;japan, ;land;tank;Pzkw_VI_Tiger_Japan 0 0, ;Pzkw_VI_Tiger_Japan;;;axtankheavy;rotaxhtanks;at_90mm_01_mg;;;;track;13/3/1943;25/8/1944;tiger;265;7;;6;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-11;20-20;;;;;;18;22;18;18;18;;;heavyTreaded,;yanagi_missions;
T-26_m1933_japan;1052;japan, ijn, ;land;tank;T26_M1933_Japan 0 0, ;T26_M1933_Japan;;;altanklightearly;rotalltanks;AT_47mm_01_MG;;;;track_light;1/1/1933;1/1/1939;t-26;65;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;10-5;8-11;;;;;;9;7;16;15;18;;;noPurchase,slowRepair,;;
l3_35_japan;1053;japan, ijn, ;land;tank;L3_35_Japan 0 0, ;L3_35_Japan;;;axacar;rotaxcars;BredaM30LMG;;;;track_light;1/1/1935;;l3;50;4;;8;1;2;0;100;;4;;;;;;;;;;;;mechanical;mechanical;11-9;2-3;;;;;;8;5;16;14;16;;;noPurchase,lightTreaded,slowRepair,;;
type98_20mm_at;261;japan, ijn, ;land;anti_tank;20mm_Type98_AT 0 0, ;20mm_Type98_AT;;;towedlight;rotlighttow;at_20mm_burst;;;;platform;1/1/1938;3/6/1942;;20;2;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki, ;anti_air:type98_20mm_aa, ;;;mechanical;infantry;4;4;;;;;;5;8;7;7;7;;;concealable,fixedBase,defensive,lightFreight,;;
type96_25mm_at;187;japan, ijn, ;land;anti_tank;25mm_Type96_AT 0 0, ;25mm_Type96_AT;;;towedlight;rotaahmech;at_25mm_burst_x2;;;;platform;3/6/1942;17/9/1943;;25;2;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_air:type96_25mm_aa, ;;;mechanical;infantry;4;4-5;;;;;;5;8;7;7;7;;;concealable,fixedBase,defensive,lightFreight,;;
type96_25mm_tripple_at;492;japan, ijn, ;land;anti_tank;25mm_Type96_Tripple_AT 0 0, ;25mm_Type96_Tripple_AT;;;towedlight;rotaalmech;at_25mm_burst_x3;;;;platform;17/9/1943;;;25;2;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_air:type96_25mm_tripple_aa, ;;;mechanical;infantry;6;5-7;;;;;;8;6;7;7;7;;;concealable,fixedBase,defensive,lightFreight,;;
type94_37mm_at;186;japan, ijn, ;land;anti_tank;37mm_Type94 0 0, ;37mm_Type94;;;towedlight;rotlighttow;at_37mm_03;;;;tow;1/1/1936;23/7/1942;;30;2;;2;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;mechanical;infantry;1;9-10;;;;;;6;10;10;10;10;;;concealable,defensive,lightFreight,;;
type1_47mm_at;185;japan, ijn, ;land;anti_tank;47mm_Type1 0 0, ;47mm_Type1;;;towedlight;rotlighttow;at_47mm_02_case;;;;tow;23/7/1942;;;35;2;;2;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;mechanical;infantry;2;11-14;;;;;;7;11;10;10;10;;;concealable,defensive,lightFreight,;;
type88_75mm_at;16;japan, ijn, ;land;anti_tank;75mm_Type88_AT 0 0, ;75mm_Type88_AT;;;towedheavy;rotaahmech;at_75mm_08;;;;platform;1/7/1936;16/10/1942;;40;2;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_air:type88_75mm_aa, ;;;mechanical;infantry;2;13-14;;;;;;5;8;7;7;7;;;fixedBase,defensive,;;
type90_75mm_at;58;japan, ijn, ;land;anti_tank;75mm_Type90_AT 0 0, ;75mm_Type90_AT;;;towedheavy;rotmediumtow;at_75mm_09_case;;;;tow;1/10/1939 ;;;80;3;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;artillery:type90_75mm_art, ;;;mechanical;infantry;2;14-15;;;;;;7;11;10;10;10;;;defensive,;;
type99_88mm_at;329;japan, ijn, ;land;anti_tank;88mm_Type99_AT 0 0, ;88mm_Type99_AT;;;towedheavy;rotaahmech;at_75mm_09_case;;;;platform;16/10/1942;;;55;2;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_air:type99_88mm_aa, ;;;mechanical;infantry;2;19-20;;;;;;5;8;7;7;7;;;fixedBase,defensive,;;
type92_105mm_at;55;japan, ijn, ;land;anti_tank;100mm_Type92_AT 0 0, ;100mm_Type92_AT;;;towedheavy;rotmediumtow;at_105mm_01;;;;tow;14/8/1942;;;110;3;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type92_105mm_art, ;;;mechanical;infantry;3;24;;;;;;7;11;10;10;10;;;defensive,;;
type96_150mm_at;263;japan, ijn, ;land;anti_tank;150mm_Type96_AT 0 0, ;150mm_Type96_AT;;;towedheavy;rotheavytow;at_150mm_02_case;;;;tow;17/4/1943;;;150;3;;1;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;artillery:type96_150mm_art, ;;;mechanical;infantry;4;24;;;;;;7;11;10;10;10;;;defensive, heavyTreaded,;;
type1_ho-ni_i_at;23;japan, ijn, ;land;anti_tank;Type1_Ho-Ni_I_AT 0 0, ;Type1_Ho-Ni_I_AT;;;axtankmedium;rotaxmtanks;at_75mm_08;;;;track;24/2/1943;18/7/1943;;180;6;;8;1;1;;100;;4;;;;;;;;;artillery:type1_ho-ni_i_art, ;;;mechanical;mechanical;10;14-15;;;;;;8;9;10;10;10;;;;;
type4_ho-ni_ii_at;72;japan, ijn, ;land;anti_tank;Type4_Ho-Ni_II_AT 0 0, ;Type4_Ho-Ni_II_AT;;;axtankmedium;rotaxmtanks;at_105mm_02;;;;track;18/7/1943;14/3/1944;;210;6;;8;1;1;;100;;4;;;;;;;;;artillery:type4_ho-ni_ii_art, ;;;mechanical;mechanical;12;20;;;;;;8;9;10;10;10;;;;;
type3_ho-ni_iii_at;77;japan, ijn, ;land;anti_tank;Type3_Ho-Ni_III_AT 0 0, ;Type3_Ho-Ni_III_AT;;;axtankmedium;rotaxmtanks;at_150mm_01;;;;track;14/3/1944;;;200;6;;8;1;1;;100;;4;;;;;;;;;artillery:type3_ho-ni_iii_art, ;;;mechanical;mechanical;10;14-15;;;;;;10;9;13;13;13;;;;;
type5_ho-ru;7;japan, ijn, ;land;anti_tank;Type5_Ho-Ru 0 0, ;Type5_Ho-Ru;;;axtanklight;rotaxltanks;at_37mm_04;;;;track;1/7/1945;;;200;6;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;1;12;;;;;;9;8;13;13;13;;;weakFlanks, heavyTreaded,;;
type5_na-to;78;japan, ijn, ;land;anti_tank;Type5_Na-To 0 0, ;Type5_Na-To;;;axtankmedium;rotaxmtanks;at_75mm_07_case;;;;track;15/4/1945;;;200;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;10;17;;;;;;7;5;10;10;10;;;;;
type5_ho-ri;80;japan, ijn, ;land;anti_tank;Type5_Ho-Ri 0 0, ;Type5_Ho-Ri;;;axtankheavy;rotaxhtanks;ho-ri;;;;track;8/3/1945;;;300;7;;6;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;12;24;;;;;;14;22;13;13;13;;;weakFlanks, heavyTreaded,;;
type94_20mm_spaag_at;493;japan, ijn, ;land;anti_tank;Type94_20mm_SPAAG_AT 0 0, ;Type94_20mm_SPAAG_AT;;;axtruck;rotaxtrucks;at_20mm_burst;;;;wheel;7/4/1943;22/10/1943;;45;4;;8;1;1;;100;;4;;;;;;;;;anti_air:type94_20mm_spaag, ;;;mechanical;mechanical;4;4;;;;;;8;6;8;8;8;;;noEditor,fixedFire,;;
type1_20mm_spaag_at;494;japan, ijn, ;land;anti_tank;Type1_20mm_SPAAG_AT 0 0, ;Type1_20mm_SPAAG_AT;;;axtankmedium;rotaxmtanks;at_20mm_burst;;;;track;22/10/1943;18/7/1944;;50;4;;8;1;1;;100;;4;;;;;;;;;anti_air:type1_20mm_spaag, ;;;mechanical;mechanical;4;4;;;;;;10;6;9;9;9;;;noEditor,fixedFire,;;
type98_ta-se_at;495;japan, ijn, ;land;anti_tank;Type98_Ta-Se_AT 0 0, ;Type98_Ta-Se_AT;;;axtanklight;rotaxltanks;at_25mm_burst_x2;;;;track;18/7/1944;;;55;4;;10;1;1;;100;;4;;;;;;;;;anti_air:type98_ta-se, ;;;mechanical;mechanical;6;6;;;;;;9;8;10;10;10;;;noEditor,;;
bohler_47mm_japan;473;japan, ijn, ;land;anti_tank;47mm_Bohler_Japan 0 0, ;47mm_Bohler_Japan;;;towedlight;rotlighttow;at_47mm_02_case;;;;tow;1/1/1932;;;45;2;;2;1;1;;100;;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;mechanical;infantry;2;10-12;;;;;;6;10;7;10;7;;;noPurchase,defensive,slowRepair,lightFreight,;;
70mm_type92;545;japan, ijn, ;land;artillery;70mm_Type92 0 0, ;70mm_Type92;;;towedlight;rotlighttow;art_75mm_01,0;;;;mountain;1/1/1936;;;40;2;;2;1;1;;100;2;4;;5;1;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;artillery;infantry;7-3;7-3;;;;;;5;4;7;10;7;;;staticFire,lightFreight,;;
75mm_type41;552;japan, ijn, ;land;artillery;75mm_Type41 0 0, ;75mm_Type41;;;towedlight;rotlighttow;art_75mm_01,0;;;;mountain;1/1/1936;;;60;2;;1;1;1;;100;4;4;;10;1;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;artillery;infantry;8-4;8-4;;;;;;5;4;7;10;7;;;staticFire,lightFreight,;;
type90_75mm_art;188;japan, ijn, ;land;artillery;75mm_Type90_ART 0 0, ;75mm_Type90_ART;;;towedlight;rotlighttow;art_75mm_09_case;;;;tow;1/10/1939 ;;;80;3;;1;1;1;;100;5;4;;10;1;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type90_75mm_at, ;;;artillery;infantry;8-4;8-4;;;;;;6;4;8;11;8;;;staticFire,;;
type92_105mm_art;59;japan, ijn, ;land;artillery;100mm_Type92_ART 0 0, ;100mm_Type92_ART;;;towedheavy;rotmediumtow;art_105mm_01_case;;;;tow;14/8/1942;;;110;3;;1;1;1;;100;5;4;;10;1;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type92_105mm_at, ;;;artillery;infantry;9-6;9-6;;;;;;6;4;8;11;8;;;staticFire,;;
type96_150mm_art;24;japan, ijn, ;land;artillery;150mm_Type96_ART 0 0, ;150mm_Type96_ART;;;towedheavy;rotmediumtow;art_150mm_02_case;;;;tow;17/4/1943;;;150;3;;1;1;1;;100;5;4;;15;2;;;;;type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki, ;anti_tank:type96_150mm_at, ;;;artillery;infantry;10-8;10-8;;;;;;6;4;8;11;8;;;staticFire, transportRequired,;;
type1_ho-ni_i_art;264;japan, ijn, ;land;artillery;Type1_Ho-Ni_I_ART 0 0, ;Type1_Ho-Ni_I_ART;;;axtankmedium;rotaxmtanks;art_75mm_08;;;;track;24/2/1943;18/7/1943;;180;6;;8;1;1;;100;5;4;;10;1;;;;;;anti_tank:type1_ho-ni_i_at, ;;;artillery;mechanical;8-4;8-4;;;;;;7;7;10;13;10;;;;;
type4_ho-ni_ii_art;265;japan, ijn, ;land;artillery;Type4_Ho-Ni_II_ART 0 0, ;Type4_Ho-Ni_II_ART;;;axtankmedium;rotaxmtanks;art_105mm_02;;;;track;18/7/1943;14/3/1944;;210;6;;8;1;1;;100;4;4;;10;1;;;;;;anti_tank:type4_ho-ni_ii_at, ;;;artillery;mechanical;9-6;9-6;;;;;;7;7;10;13;10;;;;;
type3_ho-ni_iii_art;266;japan, ijn, ;land;artillery;Type3_Ho-Ni_III_ART 0 0, ;Type3_Ho-Ni_III_ART;;;axtankmedium;rotaxmtanks;art_150mm_01;;;;track;14/3/1944;;;200;6;;8;1;1;;100;5;4;;10;1;;;;;;anti_tank:type3_ho-ni_iii_at, ;;;artillery;mechanical;8-4;8-4;;;;;;10;7;13;16;13;;;;;
type2_ho-i_art;267;japan, ijn, ;land;artillery;Type2_Ho-I_ART 0 0, ;Type2_Ho-I_ART;;;axtankmedium;rotaxmtanks;art_75mm_10;;;;track;13/7/1943;;chi-he;175;6;;8;1;1;;100;3;4;;10;1;;;;;;anti_tank:type2_ho-i_at, ;;;artillery;mechanical;8-4;8-4;;;;;;8;7;18;18;18;;;;;
type4_ho-to;18;japan, ijn, ;land;artillery;Type4_Ho-To 0 0, ;Type4_Ho-To;;;axtankmedium;rotaxmtanks;art_105mm_03;;;;track;1/1/1944;;;200;6;;8;1;1;;100;3;4;;15;1;;;;;;;;;artillery;mechanical;9-6;9-6;;;;;;8;8;10;13;10;;;;;
type4_ho-ro;14;japan, ijn, ;land;artillery;Type4_Ho-Ro 0 0, ;Type4_Ho-Ro;;;axtankmedium;rotaxmtanks;art_150mm_01;;;;track;1/1/1944;;;220;6;;6;1;1;;100;3;4;;15;2;;;;;;;;;artillery;mechanical;10-8;10-8;;;;;;8;9;10;13;10;;;;;
type5_ho-chi;294;japan, ijn, ;land;artillery;Type5_Ho-Chi 0 0, ;Type5_Ho-Chi;;;axtankheavy;rotaxhtanks;art_150mm_02;;;;track;1/1/1945;;;260;6;;6;1;1;;100;5;4;;30;2;;;;;;;;;artillery;mechanical;10-8;10-8;;;;;;8;10;13;16;13;;;;;
type4_ha-to;73;japan, ijn, ;land;artillery;Type4_Ha-To 0 0, ;Type4_Ha-To;;;axtankmedium;rotaxmtanks;mortar_300mm;;;;track;1/1/1945;;;200;6;;6;1;1;;100;2;4;;20;3;;;;;;;;;artillery;mechanical;5-4;5-4;;;;;;8;6;8;11;8;;;;;
nebelwerfer_japan;356;japan, ijn, ;land;artillery;Nebelwerfer_Japan 0 0, ;Nebelwerfer_Japan;;;towedlight;rotlighttow;nebelwerfer;;;;tow;;;;110;3;;1;1;1;;100;3;4;;30;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;;;;artillery;infantry;8-6;8-6;;;;;;3;4;7;10;7;;;staticFire,;yanagi_missions;
type98_20mm_aa;262;japan, ijn, ;land;anti_air;20mm_Type98_AA 0 0, ;20mm_Type98_AA;;;towedlight;rotaalmech;flaksingle_20mm;;;;platform;1/1/1938;3/6/1942;;20;2;;1;1;1;;100;2;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type98_20mm_at, ;;;mechanical;infantry;1;1;7;3;;;;3;4;7;10;7;;;fixedBase,lightFreight,;;
type96_25mm_aa;268;japan, ijn, ;land;anti_air;25mm_Type96 0 0, ;25mm_Type96;;;towedlight;rotaalmech;flakdual_25mm;;;;platform;3/6/1942;17/9/1943;;25;2;;1;1;1;;100;2;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type96_25mm_at, ;;;mechanical;infantry;1;1;9;3;;;;3;4;7;10;7;;;fixedBase,lightFreight,;;
type96_25mm_tripple_aa;458;japan, ijn, ;land;anti_air;25mm_Type96_Tripple_AA 0 0, ;25mm_Type96_Tripple_AA;;;towedlight;rotaalmech;flakdual_25mm;;;;platform;17/9/1943;;;25;2;;1;1;1;;100;2;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type96_25mm_tripple_at, ;;;mechanical;infantry;1;1;12;4;;;;3;4;7;10;7;;;fixedBase,lightFreight,;;
type88_75mm_aa;15;japan, ijn, ;land;anti_air;75mm_Type88_AA 0 0, ;75mm_Type88_AA;;;towedheavy;rotaahmech;at_75mm_09_case;;;aa_75mm;platform;1/7/1936;16/10/1942;;40;2;;1;1;1;;100;2;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type88_75mm_at, ;;;mechanical;infantry;1;1;5;9;;;;3;4;7;10;7;;;fixedBase,;;
type99_88mm_aa;328;japan, ijn, ;land;anti_air;88mm_Type99_AA 0 0, ;88mm_Type99_AA;;;towedheavy;rotaahmech;aa_88mm;;;;platform;16/10/1942;;;55;2;;1;1;1;;100;2;4;;;;;;;;horse_transport, type94_truck, type98_so-da, type1_ho-ha, type1_ho-ki,;anti_tank:type99_88mm_at, ;;;mechanical;infantry;1;1;7;12;;;;3;4;7;10;7;;;fixedBase,;;
type94_20mm_spaag;74;japan, ijn, ;land;anti_air;Type94_20mm_SPAAG 0 0, ;Type94_20mm_SPAAG;;;axtruck;rotaxtrucks;flaksingle_20mm;;;;wheel;7/4/1943;22/10/1943;;45;4;;8;1;1;;100;2;4;;;;;;;;;anti_tank:type94_20mm_spaag_at, ;;;mechanical;mechanical;1;1;7;3;;;;7;6;8;11;8;;;fixedFire,;;
